,댓글인덱스,추가일시,전체인덱스,채널명,채널인덱스,댓글내용,좋아요
10146,10147,13 13:34:42,6577,산적TV밥굽남,383,용의자가 뭡니까  누가 산적아니라고 말했나요,0
10151,10152,13 13:34:42,6581,산적TV밥굽남,387,산적님 1진이셨죠 ,0
10158,10159,13 13:34:43,6587,산적TV밥굽남,393,혹시 부하로 받아주십니까,0
10159,10160,13 13:34:44,6588,산적TV밥굽남,394,인기 비결은 뭐라고 생각하세요,0
10162,10163,13 13:34:44,6591,산적TV밥굽남,397,형은 무슨일 하다가 산적이 됐어,0
10168,10169,13 13:34:45,6597,산적TV밥굽남,403,라면 한번 먹으면 몇봉까지 가능한가요,0
10169,10170,13 13:34:45,6597,산적TV밥굽남,403,고기는 한번에 얼마나 먹을수 있나요,0
10170,10171,13 13:34:45,6597,산적TV밥굽남,403,양 몇근 몇 그램대왕 핀셋은 어디서 구매가 가능한가요,0
10189,10190,13 13:34:47,6611,산적TV밥굽남,417,방송용 말고도 평소엔 어느정도 먹는지,0
10190,10191,13 13:34:47,6611,산적TV밥굽남,417,방송각잡으러 몇끼 스킵하고 저렇게 오지게 밀어넣음 말 못하는 위 마탱이갈까 안 두려운지,0
10191,10192,13 13:34:47,6612,산적TV밥굽남,418,30만 축하드려요 ,0
10195,10196,13 13:34:48,6614,산적TV밥굽남,420,영상보면 소주 자주드시던데 건강생각하셔서 조금씩드시고 오래방송하세요,0
10208,10209,13 13:34:49,6620,산적TV밥굽남,426,이미 찍은 영상들에 다른 언어를 입혀서 외국 구독자들에게도 영상을 소개하면 어떨까요,0
10209,10210,13 13:34:49,6621,산적TV밥굽남,427,형님 모자 제품이 궁금합니다,0
10210,10211,13 13:34:49,6621,산적TV밥굽남,427,알려주시면 정말 감사하겠습니다,0
10221,10222,13 13:34:50,6627,산적TV밥굽남,433,수염은 일부러 기르시는건가요,0
10222,10223,13 13:34:50,6627,산적TV밥굽남,433,귀찮아서 안자르시는건가요,0
10223,10224,13 13:34:50,6628,산적TV밥굽남,434,굽남행님 여자친구는 있나요,0
10226,10227,13 13:34:50,6631,산적TV밥굽남,437,왜 유투브를 시작하셨어요,0
10235,10236,13 13:34:52,6638,산적TV밥굽남,444,질문 명색이 산적인데 돌도끼들고 사냥함 가실 생각없나여,0
10240,10241,13 13:34:52,6643,산적TV밥굽남,449,어깨에 하얗게 떨어진건 비듬인가요 ,0
10252,10253,13 13:34:54,6651,산적TV밥굽남,457,요즘 길지나가다 사람들이랑 눈 마주치면 속으로 알아보나,0
10257,10258,13 13:34:54,6654,산적TV밥굽남,460,못볼거봣네,0
10260,10261,13 13:34:55,6656,산적TV밥굽남,462,혹시 불곰국러시아에서 바베큐구이하실 생각은 없으신가요,0
10262,10263,13 13:34:55,6657,산적TV밥굽남,463,드루와 탄생비화가 궁금해요,0
10273,10274,13 13:34:56,6665,산적TV밥굽남,471,곰 잡으러 가십니까,0
10274,10275,13 13:34:56,6666,산적TV밥굽남,472,잘어울리는거실화,0
10292,10293,13 13:34:59,6674,산적TV밥굽남,480, 겨울에도 눈이 쌓인 자연 풍경이 보이는 야외 에서 방송을 자주 진행하실건지,0
10293,10294,13 13:34:59,6674,산적TV밥굽남,480,아니면 다른 장소를 생각하고계시는지,0
10294,10295,13 13:34:59,6674,산적TV밥굽남,480, 하신다면 강원도 겨울은 많이 추우실텐데 산적으로서 복장이 많이 궁금하네요,0
10295,10296,13 13:34:59,6674,산적TV밥굽남,480,생각해놓으신 복장이 따로 있는지,0
10296,10297,13 13:34:59,6674,산적TV밥굽남,480, 계절마다 특색이 뚜렷한 강원도인데 겨울에할 특색있는 컨테츠를 따로 준비하시고 있는지,0
10297,10298,13 13:34:59,6674,산적TV밥굽남,480,앞으로 다가올 강원도 살얼음 겨울에 대한 형님에 행보가 궁금해 몇글자 끄적여 봅니다,0
10298,10299,13 13:34:59,6675,산적TV밥굽남,481,형은 덕자사건 어떻게 생각해,0
10309,10310,13 13:35:01,6683,산적TV밥굽남,489,형님 도대체 무슨죄를 저질렀기에 산속에 사시는겁니까,0
10311,10312,13 13:35:01,6684,산적TV밥굽남,490,비법이 무엇인지 궁금하네요,0
10315,10316,13 13:35:02,6687,산적TV밥굽남,493,육즈비 같은 멘트는 누가정한건지요 ,0
10316,10317,13 13:35:02,6687,산적TV밥굽남,493,앞에 찍어주는 분은 편집자이신가요,0
10317,10318,13 13:35:02,6687,산적TV밥굽남,493,아니면  와이프이신가요 ,0
10318,10319,13 13:35:02,6687,산적TV밥굽남,493,메뉴는 그때그때 정하시나요 ,0
10319,10320,13 13:35:02,6687,산적TV밥굽남,493,투쓰리원 똑 이건 누가 정한거에요 ,0
10337,10338,13 13:35:05,6703,산적TV밥굽남,509,형님 겨드랑이털로 만든 모자입니까,0
10345,10346,13 13:35:07,6707,산적TV밥굽남,513,정모 또 언제하나요,0
10355,10356,13 13:35:08,6714,산적TV밥굽남,520,50만되면 피디님 특별출연 하시나요,0
10362,10363,13 13:35:09,6718,산적TV밥굽남,524,만명 구독부터봤는데암튼 축하과음과육은몸해홧팅올안50만으로기대,0
10373,10374,13 13:35:11,6726,산적TV밥굽남,532,형 양파 대파 마늘 안들어가는 요리 함 부탁해요,0
10390,10391,13 13:35:13,6737,산적TV밥굽남,543,육즙이들고기에 생명은 육즙이듯이굽남채널의 생명 또한 육즙이들이다,7
10394,10395,13 13:35:14,6741,산적TV밥굽남,547,육사시미육 육식수행을 사 사랑하는시 시청자자들 생각미 미칠듯 먹고싶다 ,4
10405,10406,13 13:35:16,6750,산적TV밥굽남,556,해서 육봉이들,1
10424,10425,13 13:35:19,6769,산적TV밥굽남,575,고기의 단짝친구 쌈장이들 이떠신가요,1
10432,10433,13 13:35:21,6777,산적TV밥굽남,583,육시럴 아님 육시랄 농담이고육갑이 어때요,0
10456,10457,13 13:35:24,6797,산적TV밥굽남,603,고 기굽 는남 자고굽남고급남,0
10468,10469,13 13:35:27,6806,산적TV밥굽남,612,형님 혹시 정모하신다면 20살도 참여가능한가요 ,0
10475,10476,13 13:35:28,6812,산적TV밥굽남,618, 육식계의 최고 거장 666 자세히보면  유투브의  최고 육식사파리가 되시길입에 촥 감기네 육육육 666 가즈아,0
10477,10478,13 13:35:28,6814,산적TV밥굽남,620,육식남 꼬봉이라해서 육봉은 어떻스미까,0
10503,10504,13 13:35:34,6840,산적TV밥굽남,646,고기는 역시 겉바속촉이지요,0
10520,10521,13 13:35:37,6855,산적TV밥굽남,661,육수공장 어때요,0
10523,10524,13 13:35:37,6857,산적TV밥굽남,663,육간지 어때요 ,0
10533,10534,13 13:35:39,6865,산적TV밥굽남,671,매일 드루와 드루와 하시니깐팬네임은 드루가 어떨까요,0
10549,10550,13 13:35:41,6877,산적TV밥굽남,683,육식은 고기고 고기는 단백질단백이들어떠신가요,0
10554,10555,13 13:35:42,6880,산적TV밥굽남,686,또하나 추가요,0
10557,10558,13 13:35:42,6882,산적TV밥굽남,688,여기요 고기1인분 추가요,0
10564,10565,13 13:35:43,6885,산적TV밥굽남,691, 비신사버젼    안녕하세요,0
10566,10567,13 13:35:43,6885,산적TV밥굽남,691,우링 굿걸맨구걸맨여러분 밥굽남 오지게     인사드립니다 ,0
10584,10585,13 13:35:47,6901,산적TV밥굽남,707,사제 육식수행을 같이하는 사형과 사제들,0
10604,10605,13 13:35:51,6921,산적TV밥굽남,727,육식공룡 육룡이들 어떠세요,0
10614,10615,13 13:35:52,6929,산적TV밥굽남,735,육식슈행중밥굽남구독자육구 어떻습니까 형님,0
10625,10626,13 13:35:55,6938,산적TV밥굽남,744,그러다 헐크 됩니다,0
10647,10648,13 13:36:00,6958,산적TV밥굽남,764,육질이들어떤가요,0
10648,10649,13 13:36:00,6959,산적TV밥굽남,765,육봉 완전 섹시하다 ,0
10667,10668,13 13:36:04,6978,산적TV밥굽남,784,캠핑장운영하시나요,0
10671,10672,13 13:36:05,6981,산적TV밥굽남,787,부랄친구하고 키스하기 VS 친구부랄에 키스하기 중에 멀 선택하실 건가요,41
10676,10677,13 13:36:06,6986,산적TV밥굽남,792,무슨일 하시나요,1
10677,10678,13 13:36:06,6987,산적TV밥굽남,793,팬티고를때 제일중요시하는것은,1
10678,10679,13 13:36:06,6988,산적TV밥굽남,794,변비는 없으신가요,1
10684,10685,13 13:36:08,6993,산적TV밥굽남,799,굽남이옵 아내분한테 많이 혼나실 것 같은데 아내분에게 가장 많이 듣는 잔소리 꾸중은 뭔가요 ,0
10686,10687,13 13:36:08,6994,산적TV밥굽남,800,군소 도전 어떤가요,0
10687,10688,13 13:36:08,6995,산적TV밥굽남,801,시청자 애칭을 육남이육식수행중밥굽남의 형제자매들로하면 어떨까요,0
10689,10690,13 13:36:08,6996,산적TV밥굽남,802,처음 시작할때  누구 모티브로 하셨어요,0
10691,10692,13 13:36:09,6998,산적TV밥굽남,804,키가 몇이세요,0
10693,10694,13 13:36:09,7000,산적TV밥굽남,806,애칭 굽남이♡먹남이 먹남이들 어떻나요,0
10696,10697,13 13:36:10,7001,산적TV밥굽남,807,근데 나이가 어떻게 되시는지요,0
10697,10698,13 13:36:10,7001,산적TV밥굽남,807,미혼이신가요,0
10699,10700,13 13:36:10,7003,산적TV밥굽남,809,몇달뒤면 가을인데 바다에서 맨손으로 전어잡기 쌉가능하신 부분이십니까,0
10700,10701,13 13:36:10,7004,산적TV밥굽남,810,형님 홍천 어디 사십니까,0
10704,10705,13 13:36:11,7007,산적TV밥굽남,813,결혼은 하셨나요,10
10705,10706,13 13:36:11,7007,산적TV밥굽남,813,고기에 대해 잘 아시는거 같던데 관련업종에 종사하시나요,10
10706,10707,13 13:36:11,7008,산적TV밥굽남,814,본업이 어떻게 되시나요,8
10709,10710,13 13:36:12,7009,산적TV밥굽남,815,생방에서 경상도분이라고 하셨는데 강원도로 귀농하신 이유가 궁금합니다,6
10710,10711,13 13:36:12,7009,산적TV밥굽남,815,저도 농사를 짓고있는지라 지붕없는 트렉터쓰시는 이유는 하우스 진입때문에 떼어내신건가요,6
10711,10712,13 13:36:12,7009,산적TV밥굽남,815,제일 중요한질문 굽남에게 고기란이상입니다,6
10712,10713,13 13:36:12,7010,산적TV밥굽남,816,풍채가 상당하신데 키와 몸무게가 궁금해요,5
10713,10714,13 13:36:12,7011,산적TV밥굽남,817,형님 솔직히 유튜브 적자이시죠 ,4
10714,10715,13 13:36:13,7012,산적TV밥굽남,818,캡핑장은  어디서 하시나용,4
10715,10716,13 13:36:13,7013,산적TV밥굽남,819,형님 유튜브 하시게된 계기는 무엇인가요 ,4
10716,10717,13 13:36:13,7014,산적TV밥굽남,820,형님하고 같이 밥먹으려면 어떻게 해야되염 ,2
10717,10718,13 13:36:13,7015,산적TV밥굽남,821,형님 직업이뭐죠,2
10719,10720,13 13:36:13,7016,산적TV밥굽남,822,영상에 나오는 고기는 매번 사냥해 오시는건가요,2
10720,10721,13 13:36:14,7017,산적TV밥굽남,823,나이가 어떻게,2
10723,10724,13 13:36:14,7019,산적TV밥굽남,825,햄최몇이에요,2
10724,10725,13 13:36:14,7019,산적TV밥굽남,825,고향이 홍천이세여여자친구 있으세요,2
10725,10726,13 13:36:15,7020,산적TV밥굽남,826,미혼기혼 결혼 하셨나요,2
10726,10727,13 13:36:16,7021,산적TV밥굽남,827,2만명 구독자 축하드려요,1
10727,10728,13 13:36:16,7021,산적TV밥굽남,827,항상 건강하시고,1
10728,10729,13 13:36:16,7021,산적TV밥굽남,827,좋은일만가득가득하시길바래용궁금한건없구용다 아니까팟팅팟팅팟팅,1
10732,10733,13 13:36:17,7023,산적TV밥굽남,829,글램핑장남들이 읽었을때 광고목적이라고 생각할까봐 이름은생략가믄 가능합니까,1
10735,10736,13 13:36:17,7025,산적TV밥굽남,831,유튜브하시면서 힘드신거잇으시나요,1
10736,10737,13 13:36:17,7026,산적TV밥굽남,832,평소에 음주가무에 능해보이시던데 유부남 최고의 고민인 사모님은 평소에 술드시는거에 대해  별말씀 안하시는지요,1
10740,10741,13 13:36:18,7029,산적TV밥굽남,835,사람죽여보신적있으신가요,1
10744,10745,13 13:36:19,7032,산적TV밥굽남,838,밥은언제 구워드시나요,1
10745,10746,13 13:36:19,7033,산적TV밥굽남,839,몇살입니까,1
10746,10747,13 13:36:19,7033,산적TV밥굽남,839,왜제글에 답글 없나요,1
10750,10751,13 13:36:19,7035,산적TV밥굽남,841,나는 형 디게 사랑하는데 형은 우리 어느정도로 사랑해♡,1
10753,10754,13 13:36:20,7037,산적TV밥굽남,843,2만축하고 가장 고가의개인화로와 저가의화로는  더나올게있으려나,1
10754,10755,13 13:36:20,7037,산적TV밥굽남,843,또한 맛의차이는,1
10764,10765,13 13:36:21,7040,산적TV밥굽남,846,2개월전에 2만명이라고요,0
10765,10766,13 13:36:21,7040,산적TV밥굽남,846,지금 18만명 넘었는디댑낙,0
10766,10767,13 13:36:21,7041,산적TV밥굽남,847,남자팬이 찾아온다면,0
10773,10774,13 13:36:22,7046,산적TV밥굽남,852,형님 괜찮으신지,0
10787,10788,13 13:36:25,7051,산적TV밥굽남,857,살 찌신거 신경 안쓰이시나요,0
10788,10789,13 13:36:25,7051,산적TV밥굽남,857,얼굴 믿고 관리 안하시는 건가요,0
10795,10796,13 13:36:25,7052,산적TV밥굽남,858,형 햄최몇,0
10796,10797,13 13:36:25,7053,산적TV밥굽남,859,형님 정육쪽에서 혹시 일하셨는지 궁금합니다 고기에 대해서 그래도 일반인보다 잘아셔서  ,0
10797,10798,13 13:36:26,7054,산적TV밥굽남,860,육식으로 덕을 쌓자란 뜻으로 육덕이들 어떻습니까,0
10800,10801,13 13:36:26,7056,산적TV밥굽남,862,육식수행중님 고기 먹방 스케일이 커서 그런지 인기 폭발이네요,0
10803,10804,13 13:36:27,7057,산적TV밥굽남,863,혹시 이상형이 어떻게 되십니까,0
10807,10808,13 13:36:28,7059,산적TV밥굽남,865,그옷 어디서 사셧어요,0
10813,10814,13 13:36:28,7061,산적TV밥굽남,867,형 쓰는 칼 어디서 사는지 좀 알려줘요,0
10817,10818,13 13:36:29,7063,산적TV밥굽남,869,저희 연기과 동기들이랑 놀러가고 싶은데 혹시 어딘지 알수있나요 ,0
10818,10819,13 13:36:29,7064,산적TV밥굽남,870,토마호크 스테이크 vs 통삼겹구이 vs 통스팸구이 어느게 좋으세요,0
10819,10820,13 13:36:29,7065,산적TV밥굽남,871,애기는 어떻게 생기나요,0
10820,10821,13 13:36:29,7066,산적TV밥굽남,872,추후 2만기념 정모가있으신지 궁금해욧 저는 춘천이라  가까워서  무조건 참석 드루와,0
10821,10822,13 13:36:30,7067,산적TV밥굽남,873,시청자 닉네임밥굽님은 육식 수행중이시니우리는 수행원들 어때요,0
10824,10825,13 13:36:30,7068,산적TV밥굽남,874,삶은 고기도 하실 생각이 있는지요,0
10826,10827,13 13:36:30,7069,산적TV밥굽남,875,삼대중량 몇키로시죠,0
10827,10828,13 13:36:30,7070,산적TV밥굽남,876,행님 꼬추 써요,0
10830,10831,13 13:36:31,7072,산적TV밥굽남,878,헬스 따로 하신적있나요,0
10831,10832,13 13:36:31,7072,산적TV밥굽남,878,아니면 운동이라도,0
10833,10834,13 13:36:31,7073,산적TV밥굽남,879,본업이 뭔가요,0
10835,10836,13 13:36:32,7075,산적TV밥굽남,881,이쁜아가씨랑 캥거루고기먹기vs동네 아저씨들이랑 삼겹살먹기 어떤건가요,0
10836,10837,13 13:36:32,7075,산적TV밥굽남,881,애칭은 미러 미트러버줄임말예를들어서 미러들 안녕이렇게인사하시는거죠  나름싼티는안나는거같은데요 ,0
10838,10839,13 13:36:32,7077,산적TV밥굽남,883,건강도 좀 생각하시고 외로움을 다래줄 기여운  강아지 한마리 키우심 어떨까요,0
10841,10842,13 13:36:33,7080,산적TV밥굽남,886,10억은50 5억은 확정 둘중에 선택은,0
10842,10843,13 13:36:33,7081,산적TV밥굽남,887,사냥 후 먹방하시는 분이 이분인가요 ,0
10843,10844,13 13:36:33,7082,산적TV밥굽남,888,운동하셨었나요,0
10844,10845,13 13:36:34,7083,산적TV밥굽남,889,오늘도 육식수행하시나요,0
10847,10848,13 13:36:34,7084,산적TV밥굽남,890,직업이 농업이신가요,0
10851,10852,13 13:36:34,7086,산적TV밥굽남,892,수익이 어떻게되시는지 궁금해요,0
10852,10853,13 13:36:35,7087,산적TV밥굽남,893,재료비가 얼마나,0
10855,10856,13 13:36:35,7088,산적TV밥굽남,894,가슴싸이즈가 어찌됩니까,0
10856,10857,13 13:36:35,7089,산적TV밥굽남,895,형 고기에 밥 왜 않먹어요,0
10858,10859,13 13:36:35,7090,산적TV밥굽남,896,나이가 궁금해요,0
10862,10863,13 13:36:36,7093,산적TV밥굽남,899,더비싼 개인 화로는 없나요,0
10867,10868,13 13:36:37,7096,산적TV밥굽남,902,바베큐 관련 책을 내실 의향이 있으신지 궁금해요,0
10869,10870,13 13:36:37,7098,산적TV밥굽남,904,영상하면서 먹은 가장 맛있었던 고기랑 맛없었던 고기는,0
10870,10871,13 13:36:37,7099,산적TV밥굽남,905,수영은 언제 보여주나요,0
10872,10873,13 13:36:37,7100,산적TV밥굽남,906,요즘날이 더워서 입맛도없고했는데 굽남님 드시는 방송보고 대리만족이라할까요,0
10876,10877,13 13:36:38,7102,산적TV밥굽남,908,조만간 글램핑장 가볼까하는데가면고기 구어 주시나요,0
10879,10880,13 13:36:38,7104,산적TV밥굽남,910,근데 전 왜 여친이 없을까요,0
10883,10884,13 13:36:39,7108,산적TV밥굽남,914,형님 캠핑장이 어디신지 알려주신다음에손님 많이 끌고가면혹시 형님이 방송하시는거나그런거 구경할 수 있나요,0
10884,10885,13 13:36:40,7109,산적TV밥굽남,915,주량이 어케 되시나요,0
10885,10886,13 13:36:40,7110,산적TV밥굽남,916,종아리가 씨름한 종아리던데 맞나요,0
10889,10890,13 13:36:40,7112,산적TV밥굽남,918,그럼 질문일주일간 술없이 고기만먹기 vs  일주일간 술이랑 채소과일밥만 먹기어떤거 선택하실래요,0
10891,10892,13 13:36:40,7113,산적TV밥굽남,919,원래 운동하셧나요,0
10892,10893,13 13:36:40,7113,산적TV밥굽남,919,아님 어릴때체대출신,0
10896,10897,13 13:36:41,7117,산적TV밥굽남,923,뱀고기 구어 드셔보실 생각은요,0
10910,10911,13 13:36:43,7126,산적TV밥굽남,932,주량은 소주 몇병까지 가능하신가요,0
10912,10913,13 13:36:44,7128,산적TV밥굽남,934,형 어느쪽엉덩이가 더 찰져요,0
